4 3.85997 3.85997 2 1 0
4.03595 3.87541 3.87541 1 1 0
4.05551 3.87956 3.87956 1 1 0
4.07508 3.88369 3.88369 1 1 0
4.09465 3.8878 3.8878 1 1 0
4.11423 3.89189 3.89189 1 1 0
4.13381 3.89596 3.89596 1 1 0
4.1534 3.90001 3.90001 1 1 0
4.17299 3.90405 3.90405 1 1 0
4.19258 3.90806 3.90806 1 1 0
4.21218 3.91206 3.91206 1 1 0
4.23178 3.91604 3.91604 1 1 0
4.25138 3.92 3.92 1 1 0
4.27099 3.92394 3.92394 1 1 0
4.2906 3.92786 3.92786 1 1 0
4.31021 3.93177 3.93177 1 1 0
4.32983 3.93566 3.93566 1 1 0
4.34945 3.93953 3.93953 1 1 0
4.36908 3.94338 3.94338 1 1 0
4.38871 3.94722 3.94722 1 1 0
4.40834 3.95104 3.95104 1 1 0
4.42798 3.95484 3.95484 1 1 0
4.44761 3.95862 3.95862 1 1 0
4.46726 3.96239 3.96239 1 1 0
4.4869 3.96615 3.96615 1 1 0
4.50655 3.96988 3.96988 1 1 0
4.5262 3.9736 3.9736 1 1 0
4.54585 3.97731 3.97731 1 1 0
4.56551 3.981 3.981 1 1 0
4.58517 3.98467 3.98467 1 1 0
4.60483 3.98833 3.98833 1 1 0
4.6245 3.99197 3.99197 1 1 0
4.64417 3.9956 3.9956 1 1 0
4.66384 3.99921 3.99921 1 1 0
4.68351 4.00281 4.00281 1 1 0
4.70319 4.00639 4.00639 1 1 0
4.72287 4.00995 4.00995 1 1 0
4.74255 4.01351 4.01351 1 1 0
4.76223 4.01704 4.01704 1 1 0
4.78192 4.02057 4.02057 1 1 0
4.80161 4.02408 4.02408 1 1 0
4.8213 4.02757 4.02757 1 1 0
4.841 4.03105 4.03105 1 1 0
4.8607 4.03452 4.03452 1 1 0
4.8804 4.03797 4.03797 1 1 0
4.9001 4.04141 4.04141 1 1 0
4.9198 4.04483 4.04483 1 1 0
4.93951 4.04824 4.04824 1 1 0
4.95922 4.05164 4.05164 1 1 0
4.97893 4.05503 4.05503 1 1 0
4.99864 4.0584 4.0584 1 1 0
5.01836 4.06175 4.06175 1 1 0
5.03808 4.0651 4.0651 1 1 0
5.0578 4.06843 4.06843 1 1 0
5.07752 4.07175 4.07175 1 1 0
5.09725 4.07506 4.07506 1 1 0
5.11697 4.07835 4.07835 1 1 0
5.1367 4.08163 4.08163 1 1 0
5.15643 4.0849 4.0849 1 1 0
5.17617 4.08815 4.08815 1 1 0
5.1959 4.0914 4.0914 1 1 0
5.21564 4.09463 4.09463 1 1 0
5.23538 4.09785 4.09785 1 1 0
5.25512 4.10106 4.10106 1 1 0
5.27486 4.10425 4.10425 1 1 0
5.29461 4.10744 4.10744 1 1 0
5.31435 4.11061 4.11061 1 1 0
5.3341 4.11377 4.11377 1 1 0
5.35385 4.11692 4.11692 1 1 0
5.37361 4.12005 4.12005 1 1 0
5.39336 4.12318 4.12318 1 1 0
5.41312 4.12629 4.12629 1 1 0
5.43287 4.1294 4.1294 1 1 0
5.45263 4.13249 4.13249 1 1 0
5.4724 4.13557 4.13557 1 1 0
5.49216 4.13864 4.13864 1 1 0
5.51192 4.1417 4.1417 1 1 0
5.53169 4.14474 4.14474 1 1 0
5.55146 4.14778 4.14778 1 1 0
5.57123 4.15081 4.15081 1 1 0
5.591 4.15382 4.15382 1 1 0
5.61077 4.15683 4.15683 1 1 0
5.63055 4.15982 4.15982 1 1 0
5.65032 4.16281 4.16281 1 1 0
5.6701 4.16578 4.16578 1 1 0
5.68988 4.16874 4.16874 1 1 0
5.70966 4.1717 4.1717 1 1 0
5.72944 4.17464 4.17464 1 1 0
5.74923 4.17757 4.17757 1 1 0
5.76901 4.1805 4.1805 1 1 0
5.7888 4.18341 4.18341 1 1 0
5.80859 4.18631 4.18631 1 1 0
5.82838 4.18921 4.18921 1 1 0
5.84817 4.19209 4.19209 1 1 0
5.86796 4.19496 4.19496 1 1 0
5.88775 4.19783 4.19783 1 1 0
5.90755 4.20068 4.20068 1 1 0
5.92735 4.20353 4.20353 1 1 0
5.94714 4.20636 4.20636 1 1 0
5.96694 4.20919 4.20919 1 1 0
5.98674 4.21201 4.21201 1 1 0
6.00654 4.21481 4.21481 1 1 0
